"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ETSY","Etsy, Inc.","14.62","1703468101.32","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"XELA","Exela Technologies, Inc.","6.7","193285626.7","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xela",
"XELAU","Exela Technologies, Inc.","10.22","0","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xelau",
"XELAW","Exela Technologies, Inc.","0.35","0","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xelaw",
"EXLS","ExlService Holdings, Inc.","54.97","1851122115.98","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"FICO","Fair Isaac Corporation","142.41","4409743308.84","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FIS","Fidelity National Information Services, Inc.","90","29752400250","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"FNJN","Finjan Holdings, Inc.","3.48","81051555.96","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fnjn",
"FDC","First Data Corporation","18.57","17066682585.84","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fdc",
"FLT","FleetCor Technologies, Inc.","148.25","13677230858.25","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/flt",
"FH","FORM Holdings Corp.","1.42","27783054.02","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fh",
"FCEL","FuelCell Energy, Inc.","1.44","85784849.28","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"GPN","Global Payments Inc.","93.78","14299967244.42","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/gpn",
"GPRO","GoPro, Inc.","7.96","1145306793.48","n/a","2014","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/gpro",
"GRVY","GRAVITY Co., Ltd.","16.38","26873797.86","1640647","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grvy",
"GRUB","GrubHub Inc.","45.25","3900710818.5","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grub",
"HQY","HealthEquity, Inc.","47.38","2841554521.94","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hqy",
"HPJ","Highpower International Inc","4.45","68055696.75","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HMSY","HMS Holdings Corp","19.22","1615339076.34","n/a","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HRG","HRG Group, Inc.","17.37","3483438406.38","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"IKNX","Ikonics Corporation","8.551","17264494.653","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"IMAX","Imax Corporation","21.25","1415181660","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"ITGR","Integer Holdings Corporation","44.55","1394352897.3","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"IDCC","InterDigital, Inc.","78.55","2724263480.65","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"ISDR","Issuer Direct Corporation","12.5","36620175","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr",
"ITUS","ITUS Corporation","0.88","13305810.32","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus",
"KGJI","Kingold Jewelry Inc.","1.73","114212639.91","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"LC","LendingClub Corporation","5.19","2096032870.62","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc",
"TAX","Liberty Tax, Inc.","14.1","178823955","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax",
"LLNW","Limelight Networks, Inc.","3.2","345529974.4","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LQDT","Liquidity Services, Inc.","6.45","203083777.65","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LKSD","LSC Communications, Inc.","20.82","706671961.14","n/a","2016","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/lksd",
"MARA","Marathon Patent Group, Inc.","0.2607","6063222.9504","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.93","126987342.7","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MA","Mastercard Incorporated","129.27","143345447607","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MMS","Maximus, Inc.","60.53","3923683589.43","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXWL","Maxwell Technologies, Inc.","5.9","217612272.4","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MELI","MercadoLibre, Inc.","280.26","12375542834.64","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MLNK","ModusLink Global Solutions, Inc","1.66","92220617.74","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mlnk",
"MGI","Moneygram International, Inc.","16.56","894620780.64","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mgi",
"MSCI","MSCI Inc","108.15","9782807423.55","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"LABL","Multi-Color Corporation","79.4","1347989997.6","n/a","1987","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/labl",
"NCR","NCR Corporation","39.43","4782859000","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr",
"NTES","NetEase, Inc.","307.2","23416674508.8","76226154","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ntes",
"EGOV","NIC Inc.","16.35","1082667406.5","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/egov",
"NLSN","Nielsen N.V.","39.42","14084853315.3","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/nlsn",
"NOVT","Novanta Inc.","37.3","1288697245.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/novt",
"OMNT","Ominto, Inc.","6.12","110409640.92","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/omnt",
"ONVI","Onvia, Inc.","4.55","32818458.4","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/onvi",
"PAR","PAR Technology Corporation","8.72","137757347.92","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par",
"PYPL","PayPal Holdings, Inc.","58.67","70477834962.93","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pypl",
"PCO","Pendrell Corporation","7.04","173582787.84","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/pco",
"PFSW","PFSweb, Inc.","8.08","152140477.36","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pfsw",
"PBI","Pitney Bowes Inc.","15.53","2896360498.94","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pbi",
"PLPM","Planet Payment, Inc.","3.53","175634715.81","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/plpm",
"PCOM","Points International, Ltd.","7.74","115088954.76","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","6.04","61264674.32","n/a","2016","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pola",
"QIWI","QIWI plc","20.26","912180303.82","45023707","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QUAD","Quad Graphics, Inc","22.43","1166041830.45","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"QTRH","Quarterhill Inc.","1.44","171370006.56","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/qtrh",
"QNST","QuinStreet, Inc.","3.71","168664368.74","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"RRD","R.R. Donnelley & Sons Company","12.35","864500000","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RDWR","Radware Ltd.","17.86","771352861","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"REIS","Reis, Inc","20.7","238365737.1","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"REFR","Research Frontiers Incorporated","1.2869","30942025.4174","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RECN","Resources Connection, Inc.","13.6","403289789.6","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"NAME","Rightside Group, Ltd.","10.6","204443726.4","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
"RBA","Ritchie Bros. Auctioneers Incorporated","28.4","3041029740.8","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RMGN","RMG Networks Holding Corporation","0.71","31683003.79","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"RPXC","RPX Corporation","14.21","691701747.31","n/a","2011","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc",
"SREV","ServiceSource International, Inc.","3.75","332290541.25","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SFLY","Shutterfly, Inc.","47.6","1607200719.6","n/a","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SSNT","SilverSun Technologies, Inc.","4.8329","21699252.2087","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ssnt",
"SITO","SITO Mobile, Ltd.","6.13","126774818.11","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito",
"BID","Sotheby&#39;s","56.62","2982252573.06","n/a","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SGRP","SPAR Group, Inc.","1.04","21482073.6","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"LOV","Spark Networks, Inc.","0.92","29529409.28","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"SPB           ","Spectrum Brands Holdings, Inc.","124.13","7302427136.58","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb",
"SPEX","Spherix Incorporated","1.73","8552997.17","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"STMP","Stamps.com Inc.","149.75","2536466099","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"TRHC","Tabula Rasa HealthCare, Inc.","13.31","229213746.08","n/a","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trhc",
"TTGT","TechTarget, Inc.","9.86","270600758.56","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"JYNT","The Joint Corp.","4","52330124","n/a","2014","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt",
"PCLN","The Priceline Group Inc. ","1994.89","98033754152.04","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcln",
"NCTY","The9 Limited","1.18","22386405.4","18971530","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ncty",
"TIVO","TiVo Corporation","19.35","2342956050","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tivo",
"TSS","Total System Services, Inc.","61.57","11330798644.34","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/tss",
"TNET","TriNet Group, Inc.","32.95","2259671097.55","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/tnet",
"ULBI","Ultralife Corporation","6.85","106170239.25","n/a","1992","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"USAT","USA Technologies, Inc.","5.55","223840629.75","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","24.42","10868438.46","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"VNTV","Vantiv, Inc.","64.26","12663978067.44","n/a","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vntv",
"PAY","Verifone Systems, Inc.","19.71","2204284702.05","n/a","2005","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pay",
"VVI","Viad Corp","49.3","1004731189.9","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vvi",
"VHC","VirnetX Holding Corp","3.85","223857818.8","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"V","Visa Inc.","99.6","229644461884.8","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/v",
"WAGE","WageWorks, Inc.","64.6","2405195921","n/a","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wage",
"WBMD","WebMD Health Corp","55.19","2087149149.56","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd",
"WSTC","West Corporation","23.32","1985791956.28","n/a","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WU","Western Union Company (The)","19.09","8996242277.11","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wu",
"WEX","WEX Inc.","113.23","4856578388.87","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wex",
"WNS","WNS (Holdings) Limited","34.11","1705928387.49","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wns",
"XELB","Xcel Brands, Inc","3.5","64566922","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/xelb",
"XRX","Xerox Corporation","29.45","1871150720.15","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xrx",
"Z","Zillow Group, Inc.","44.43","8175237517.35","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/z",
"ZG","Zillow Group, Inc.","44.63","8212038046.35","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/zg",
